Object_ID;School_Name;shape
251;WESTMINSTER SCHOOL;POLYGON ((2109811.0998914391 188331.75009068847, 2109812.4650461972 188172.88098585606, 2109812.4650461972 188030.3838955164, 2110413.8030823618 188036.08401535451, 2110413.8030823618 188036.21984185278, 2110473.2101157755 188036.10009144247, 2110524.9511540234 188036.14996010065, 2110524.9511540234 188036.08401535451, 2110724.4471461028 188036.08401535451, 2110725.8720120192 188187.13095735013, 2110738.6971176118 188188.55615136027, 2110734.42186369 188333.90297351778, 2110671.171990186 188332.49713642895, 2110671.1500086039 188334.17003335059, 2110472.5700251907 188334.02994176745, 2110411.18989861 188332.71006251872, 2110160.5998486131 188332.31012894213, 2110110.6199616939 188332.23007659614, 2110110.6248829365 188332.00402718782, 2109811.0998914391 188331.75009068847))
252;WESTMOORE HS;POLYGON ((2106031.9401269406 125371.10993610322, 2106032.9099412709 125307.80002334714, 2106033.0798884481 125290.69999194145, 2106038.4401139468 124637.80989351869, 2106106.4501485229 124638.0700636059, 2106169.4500225186 124638.21015518904, 2106227.1999070197 124638.40011543036, 2106289.9501096159 124638.53987893462, 2106347.1999951154 124638.7400097698, 2106409.9498696029 124638.94014060497, 2106469.2099216878 124639.13994334638, 2106526.7101347744 124639.3299036026, 2106590.46000728 124639.59007368982, 2106684.9601463526 124639.92012551427, 2106798.7099188566 124640.19998060167, 2106822.2098718584 124640.32005910575, 2106918.9698489457 124640.6501109302, 2106990.4700340182 124640.86008426547, 2107045.9699230194 124641.05004452169, 2107107.7201276124 124641.2498472631, 2107169.4700041115 124641.51001735032, 2107226.9698891044 124641.71014818549, 2107285.229943186 124641.84991168976, 2107346.7301482707 124642.05004252493, 2107407.4800267816 124642.24000276625, 2107471.4798987806 124642.51001535356, 2107526.2301173657 124642.69997560978, 2107590.9799878597 124642.90010643005, 2107647.9798738658 124643.09990918636, 2107710.7399189472 124643.30004002154, 2107771.2401260287 124643.55988201499, 2107828.7400110215 124643.63009184599, 2107890.4898875207 124643.8298946023, 2107950.2400961071 124644.09006468952, 2108010.9899746031 124644.23015627265, 2108070.5000261962 124644.42995901406, 2108131.7499036938 124644.69012910128, 2108194.7501057684 124644.82989260554, 2108257.4999802709 124645.03002344072, 2108318.9998572767 124645.15994443, 2108383.5000563562 124645.42011451721, 2108441.9999393523 124645.49983876944, 2108501.7599904388 124645.69996960461, 2108560.7598724365 124645.82989060879, 2108638.2600455284 124646.0999031812, 2108685.7599505186 124646.17011301219, 2108682.4200621992 125150.23997102678, 2108681.3898805231 125306.42994734645, 2108647.1399490237 125306.23998710513, 2108646.0799117684 125613.86994926631, 2108645.3299132735 125613.86994926631, 2108646.0799117684 125619.36993826926, 2108646.0799117684 125613.86994926631, 2108679.0798457712 125613.88011986017, 2108679.0798457712 125630.6901255995, 2108678.310162276 125745.43989610672, 2108677.2799806148 125870.45014476776, 2108676.7701391131 125958.82004676759, 2108006.7501536906 125958.69996826351, 2108005.28985478 125737.62987235188, 2106028.9998441041 125727.08002468944, 2106029.2600141913 125683.96003217995, 2106029.7600131929 125635.13991984725, 2106030.5300247818 125552.52000635862, 2106030.5500378609 125462.51001577079, 2106031.9401269406 125371.10993610322))
253;WESTWOOD ES;POLYGON ((2103341.4599436074 165484.880102098, 2103423.0998721868 165347.77998259664, 2103444.83998619 165360.44006226957, 2103619.5200830251 165462.20002935827, 2103940.2599271089 165648.38994568586, 2103859.8798385262 165789.0999661088, 2103839.169906199 165827.6700989306, 2103839.5898528546 165890.79005143046, 2103700.9900644422 165889.23001518846, 2103480.3999544382 165888.33992511034, 2103339.2998429388 165888.009873271, 2103341.0399969369 165669.9699550122, 2103341.4599436074 165484.880102098))
254;WILLOWBROOK ES;POLYGON ((2151616.900137946 175674.08610160649, 2151555.4101034403 175673.9699601084, 2151497.0099577755 175673.84988160431, 2151438.2400621921 175673.73013117909, 2151310.4899896085 175673.46996110678, 2151286.7899057716 175673.42993493378, 2151287.7800612748 175607.16005435586, 2151291.119949609 175383.19002985954, 2151298.7698686868 174871.42005601525, 2151299.5799064487 174829.15012744069, 2151622.2298516929 174829.15012744069, 2151623.7298486978 174829.15012744069, 2151625.2298456877 174829.15012744069, 2151660.6999191046 174829.15012744069, 2151662.1999161094 174829.15012744069, 2151663.6999131143 174829.15012744069, 2151978.4601103663 174829.15012744069, 2151978.029993102 174893.71003769338, 2151861.2300298661 174894.31010210514, 2151860.8199256957 174951.35985676944, 2151860.370123446 175013.19011369348, 2151859.9199931026 175075.60993635654, 2151859.509888947 175132.26008552313, 2151859.0800997764 175190.50012652576, 2151858.6299694479 175252.93996226788, 2151858.1998521984 175311.18000327051, 2151857.7598924488 175372.40002518892, 2151857.2900771052 175437.03014527261, 2151857.169998616 175454.76993918419, 2151856.8901435286 175492.67996835709, 2151856.4600262791 175552.92000535131, 2151856.0000534356 175615.34999860823, 2151855.5699361861 175674.57002452016, 2151854.0699391961 175674.5569011867, 2151804.9401161969 175674.46995911002, 2151743.5501471162 175674.34988060594, 2151683.5601096153 175674.21995960176, 2151657.849859193 175674.17993344367, 2151618.400134936 175674.09003859758, 2151616.900137946 175674.08610160649))
255;WINDSOR HILLS BAPTIST SCH;POLYGON ((2082937.8301472813 180202.26011610031, 2082938.8101321906 180075.30006818473, 2082939.7199072689 179943.8600423485, 2082940.5201025307 179817.67000602186, 2083180.0799908638 179820.29007951915, 2083257.2701251954 179821.12997286022, 2083256.9600864351 179836.62009935081, 2083439.1598532796 179838.25001735985, 2083438.4000122696 179913.80990560353, 2083491.2099460214 179914.2898915261, 2083491.4701161087 179838.72016076744, 2083627.62994878 179840.39010493457, 2083625.4199794382 180172.1099139303, 2083755.9400596023 180172.22014993429, 2083901.3200181872 180172.33005785942, 2083898.5001419485 180446.50995568931, 2083752.9098819494 180446.15989077091, 2083613.1998595297 180445.82983893156, 2083542.6399612725 180445.84000952542, 2083468.8999512792 180446.06015343964, 2083398.1599352807 180446.27012677491, 2083250.9899540246 180446.13003519177, 2083251.6100315303 180383.66001577675, 2083252.210095942 180322.19983685017, 2082936.9298866093 180319.14997418225, 2082937.8301472813 180202.26011610031))
256;WINDSOR HILLS ES;POLYGON ((2083913.860019356 181766.60016326606, 2083913.9098880291 181728.32989859581, 2083914.0001109391 181666.68993002176, 2083914.0900057703 181600.40003634989, 2083913.98009786 181580.17993243039, 2084221.42009978 181583.46995210648, 2084531.8400826156 181585.9200784415, 2084530.4299804419 181768.35015976429, 2084530.449993521 182098.2701036036, 2084467.0698709488 182097.69989477098, 2084410.1798928529 182097.17988269031, 2084351.9198387712 182096.65987060964, 2084293.6601127684 182096.13001601398, 2084235.4000586867 182095.61000393331, 2084177.1498471051 182095.04996567965, 2084118.9101341963 182094.48008494079, 2084060.6799356937 182093.92004668713, 2084002.4398946911 182093.36000843346, 2083934.1998736858 182092.69990476966, 2083916.3600143641 182092.92989118397, 2083916.4600797743 182039.01005151868, 2083915.8199891895 181973.06005218625, 2083915.2501084358 181911.88989894092, 2083914.6598865241 181850.7099031806, 2083914.0801632702 181789.52990743518, 2083913.860019356 181766.60016326606))
257;ST. CHARLES BORROMEO SCHOOL;POLYGON ((2083259.6480731964 189785.83707751334, 2083260.7920997739 189681.77101269364, 2083561.5529811978 189682.91503927112, 2083562.6960235238 189682.91503927112, 2083858.88309519 189686.34613476694, 2083856.5960262716 189849.87697568536, 2083857.7390686125 189851.02100226283, 2083857.7390686125 189927.64092777669, 2083857.7390686125 189929.92799668014, 2083857.7390686125 190012.26510235667, 2083857.5389377773 190012.26313385367, 2083856.5599371046 190337.77002876997, 2083257.4200592786 190330.35993860662, 2083260.1398701072 189786.17008210719, 2083259.6480731964 189785.83707751334))
258;METRO TECH SPRINGLAKE CAMPUS;MULTIPOLYGON (((2123927.5401624441 185243.71000693738, 2124228.499862358 185243.56007285416, 2124225.0198824406 186277.10984301567, 2124220.3401017785 186843.11986584961, 2124218.9099865258 187490.73011918366, 2122828.3100774437 187475.51984776556, 2122260.2298487723 187472.55003744364, 2122261.1901486963 187362.67985035479, 2122262.6399489492 187198.08995643258, 2122262.6501195282 187196.50006459653, 2122121.3899033517 187197.08011592925, 2121946.6199116856 187197.79993076622, 2121821.5099256933 187198.31994284689, 2121687.7500226051 187198.87013860047, 2121688.4399818629 186852.33999176323, 2122328.160159111 186850.44006118178, 2122328.5899482816 186810.5300360173, 2121688.520034194 186812.42996659875, 2121689.0800724477 186530.08998009562, 2122624.2399475276 186538.12014776468, 2122951.19008103 186540.92001093924, 2122949.7301101983 186215.94001784921, 2122949.3600321859 186157.84006842971, 2122948.2599687725 185987.44998927414, 2122950.88988477 185987.44998927414, 2122950.9600946158 185922.60989585519, 2123929.9601051062 185924.29001060128, 2123927.5401624441 185243.71000693738)), ((2122258.7200092822 187816.82001818717, 2122259.1101003587 187687.83996118605, 2122259.4201391041 187585.20007459819, 2122761.8600791097 187586.55998001993, 2124217.5999497771 187595.28010693192, 2124217.3000816107 187867.62011343241, 2123258.1599395275 187866.08993276954, 2123227.7699084431 187865.93015618622, 2123112.8200071156 187865.31992118061, 2123025.3798932731 187864.85010585189, 2122967.5000877827 187864.54990960658, 2122906.2298691124 187864.21985776722, 2122852.9301069379 187863.94000267982, 2122789.060155943 187863.60010835528, 2122693.6499136984 187863.0899387747, 2122602.0300181955 187862.60995285213, 2122487.2999326885 187861.98987534642, 2122393.0599636883 187861.4898763597, 2122334.3501073569 187861.1798375994, 2122275.88007994 187860.87996943295, 2122258.5799176991 187860.79007460177, 2122258.7200092822 187816.82001818717)))
259;METRO TECH ADULT & CONT EDUCATION CAMPUS;POLYGON ((2115198.4099829495 190170.45015344024, 2115037.0799250305 190170.52987769246, 2115038.9299869388 189862.93009918928, 2115314.5498425215 189863.49013744295, 2115659.0599802732 189864.20010976493, 2115656.459919855 190170.20999643207, 2115314.35988228 190170.39011418819, 2115198.4099829495 190170.45015344024))
260;PATHWAYS (WILLARD FORMERLY)  ALTERNATIVE;POLYGON ((2105979.4691032767 171583.34395502508, 2105977.649881199 171426.06999135017, 2106422.2011574358 171428.7970200181, 2106424.0200514495 171585.16284902394, 2106423.1099482775 171727.891894266, 2105979.4691032767 171724.25509051979, 2105979.4691032767 171583.34395502508))
261;HEARTLAND COTTAGE HOME SCHOOL;POLYGON ((2097873.630000025 145335.49192327261, 2097874.0220596045 145183.26388126612, 2097954.4520168602 145182.87214976549, 2097952.4900785238 145313.12812285125, 2097946.6049196869 145324.89811243117, 2097936.7968684435 145332.74488152564, 2097930.9120376855 145334.707147941, 2097873.630000025 145335.49192327261))
266;JOHN REX ES;POLYGON ((2110703.068579942 170095.38531677425, 2110697.7798766047 169802.74154509604, 2110983.3721531928 169800.97842526436, 2110981.6090333611 170095.38531677425, 2110703.068579942 170095.38531677425))
267;TELSTAR ES;POLYGON ((2158667.9539491981 177919.55077077448, 2158653.08914952 177491.77439534664, 2159099.0341237783 177495.07753835618, 2159085.8208956122 177926.15738485754, 2158667.9539491981 177919.55077077448))
268;SANTA FE SOUTH MS;POLYGON ((2113781.3659010231 152620.94552817941, 2113779.714001447 152412.83800476789, 2114162.8963059485 152416.14114776254, 2114162.8963059485 152759.68376776576, 2114029.1127808541 152767.9422814399, 2114029.1127808541 152620.94552817941, 2113781.3659010231 152620.94552817941))
269;ROGERS MS;POLYGON ((2153449.9702906907 186702.5958686918, 2153452.5746161938 186035.9292230159, 2154429.1730566919 186039.74384793639, 2154426.5687311888 186706.41049359739, 2153449.9702906907 186702.5958686918))
270;HARPER ACADEMY CS;POLYGON ((2119993.9738826156 184386.66677351296, 2119992.5690297782 184241.95708918571, 2120272.04484877 184239.24384002388, 2120273.4497016072 184383.95319627225, 2119993.9738826156 184386.66677351296))
272;NORTHWOOD ES;POLYGON ((2038975.3042273521 223689.38574010134, 2038981.2038218528 223145.36845543981, 2039502.8878178596 222866.25976169109, 2039518.103666693 222894.99330002069, 2039651.6260374486 223147.13748076558, 2039587.8974903524 223354.34900860488, 2039666.3389345258 223502.4707596004, 2039309.1503444463 223691.61933143437, 2039012.38814269 223689.6337711066, 2038975.3042273521 223689.38574010134))
273;SPRING CREEK ES;POLYGON ((2075963.551116854 228811.43717576563, 2075965.9809020311 228232.43800568581, 2076542.0601304471 228235.49705468118, 2076542.0601304471 228453.78697243333, 2077239.0587364435 228457.49595451355, 2077238.9688416123 228533.82618243992, 2077238.6187766939 228818.22554801404, 2075963.551116854 228811.43717576563))
274;GROVE VALLEY ES;POLYGON ((2092980.2533038557 243221.95527069271, 2092980.2533038557 242780.89545726776, 2092980.2533038557 242755.2554166913, 2093050.8597899377 242780.80260968208, 2093057.4513121992 242784.49551568925, 2093204.2626983523 242866.74502310157, 2093248.1625449359 242823.46525402367, 2093301.7126346976 242770.685175851, 2093360.6577267796 242712.58030518889, 2094150.3008325249 242703.36805327237, 2094144.5095055252 242735.83058677614, 2094136.535768196 242763.52967835963, 2094126.7316539437 242788.06932742894, 2094118.9160527736 242804.6372076869, 2094026.6419591159 243000.24934926629, 2094018.0169763565 243021.06295593083, 2094004.0511250198 243067.24134126306, 2093998.659075439 243095.69535259902, 2093993.2142044455 243132.7261184305, 2093982.9904716015 243165.5705409348, 2093977.2713229358 243189.94417984784, 2093974.6345171928 243212.90706042945, 2093974.3887827694 243226.37127235532, 2093974.1814341098 243237.74395301938, 2092980.2533038557 243221.95527069271))
275;FRONTIER ES;POLYGON ((2102286.0650727749 247265.92126409709, 2102288.4049631059 246927.15160043538, 2102290.6953128576 246596.31171093881, 2103604.2425545305 246602.12042635679, 2103601.2875079364 246924.53513585031, 2103598.2225534469 247259.96983243525, 2103414.7025792748 247260.80217985809, 2102286.0650727749 247265.92126409709))
276;PRAIRIE VALE ES;POLYGON ((2102252.3036573529 256455.06364694238, 2102569.2049264461 256455.06331884861, 2102570.1845832765 256145.06361076236, 2102253.2852826864 256145.06393885612, 2102266.2403092682 255125.849769935, 2102572.9644333571 255130.07417093217, 2102714.9641493559 255132.03414076567, 2102824.7542841136 255133.54398027062, 2102824.7542841136 255433.55387893319, 2102824.7542841136 255583.55390702188, 2102824.75395602 256023.54351259768, 2102819.7441235185 256440.18802051246, 2102814.7339629382 256499.71283584833, 2102261.1005557775 256504.83848176897, 2102252.3036573529 256455.06364694238))
277;DEER CREEK MS;POLYGON ((2098253.7660507709 259221.06926977634, 2099573.9911006093 259199.57456210256, 2099566.651220277 260064.79396027327, 2099564.2312776148 260505.57326243818, 2098244.1440227777 260517.47546960413, 2098246.6840439439 260055.56497609615, 2098253.7660507709 259221.06926977634))
279;DEER CREEK HS;POLYGON ((2081100.957836777 248531.42398244143, 2081095.9338966906 249821.55099534988, 2080351.187026605 249823.86365476251, 2080348.1207597703 250534.14307411015, 2080505.6952477694 250534.14274601638, 2080494.2923834473 251140.36791151762, 2079368.0226543546 251135.24587452412, 2079395.3145945221 248520.52439793944, 2081100.957836777 248531.42398244143))
280;DEER CREEK IS;POLYGON ((2081095.9338966906 249821.55099534988, 2081100.7248976082 250537.97443127632, 2080516.5098586977 250534.14274601638, 2080348.1207597703 250534.14307411015, 2080351.187026605 249823.86365476251, 2081095.9338966906 249821.55099534988))
281;ROSE UNION ES;POLYGON ((2083769.6139167696 253776.57654985785, 2083769.8268428594 252618.99093851447, 2084650.3926670253 252623.01553677022, 2084543.7878933549 252781.91679376364, 2084543.7878933549 252902.60126368701, 2084632.2900129408 253089.66224126518, 2084521.6626095325 253089.66224126518, 2084521.6626095325 253178.16403277218, 2084425.1149023622 253393.3847309351, 2084356.7269157767 253574.4115998596, 2084362.7813656032 253779.42300085723, 2083769.6139167696 253776.57654985785))
282;STONE RIDGE ES;POLYGON ((2059198.8113524467 221922.25180718303, 2058517.3878465295 221914.65634994209, 2058531.197858274 221289.72616934776, 2059214.2857309431 221304.64215001464, 2059198.8113524467 221922.25180718303))
283;BETHANY ES;POLYGON ((2077975.1281304359 188261.47660918534, 2077978.0700536966 188055.9455241859, 2078321.0083441883 188053.59152626991, 2078321.5280281901 188254.35392001271, 2077975.1281304359 188261.47660918534))
284;YUKON HS;POLYGON ((2047141.1422263533 179056.5658851862, 2047141.0093526095 178393.87626568973, 2047798.7380240262 178393.25815668702, 2047799.6740457714 178090.74859111011, 2047804.4348630309 177175.83965976536, 2049125.1950167716 177181.44004227221, 2050466.4882659465 177185.5597846806, 2050466.0830830187 177349.52238327265, 2050464.04699786 178173.12047360837, 2049424.9476981163 179231.66789717972, 2048072.1324903518 179233.97366684675, 2048072.1023066938 178920.97330860794, 2047797.1031847745 178921.59469842911, 2047797.1005601138 179055.31588768959, 2047141.1422263533 179056.5658851862))
285;INDEPENDENCE ES;POLYGON ((2047797.1005601138 179055.31588768959, 2047797.0884210318 179680.12828634679, 2047141.2662418634 179674.70375652611, 2047141.1422263533 179056.5658851862, 2047797.1005601138 179055.31588768959))
286;MYERS ES;POLYGON ((2043849.3784686923 180347.8684206903, 2043849.9457247704 179741.867992267, 2044458.81885086 179743.34174260497, 2044457.3503498584 180349.34020252526, 2043849.3784686923 180347.8684206903))
287;ARBOR GROVE ES;POLYGON ((2089802.5398430228 189008.48528577387, 2089804.4597866982 189381.69976243377, 2089377.2906935215 189393.33556593955, 2089012.0709515214 189391.20597702265, 2088726.0111561865 189389.54128219187, 2088537.0810878575 189388.44679617882, 2088538.7415176034 189068.47696368396, 2088732.4665238559 189067.50944593549, 2089021.2658150196 189066.07145668566, 2089169.3006239384 189065.3358938545, 2089169.4607286155 189003.77630569041, 2089802.5398430228 189008.48528577387))
288;JAMES L CAPPS MS;POLYGON ((2083787.5266106129 186781.25483210385, 2083530.5166259408 186778.26533676684, 2083181.5901584476 186775.41002751887, 2083180.9700809419 186624.24989676476, 2083182.8099722713 186460.51990926266, 2083530.6869011968 186459.33552843332, 2083790.666368112 186462.13506351411, 2083996.1160884351 186462.66524618864, 2083993.2164879441 186780.81487235427, 2083787.5266106129 186781.25483210385))
305;MILLWOOD ES;POLYGON ((2124266.8009668589 196892.54727351665, 2124267.5699941963 196586.5298409313, 2124265.7100897729 196453.91002742946, 2124271.0801577717 196258.4399459362, 2124716.8499355316 196265.54983985424, 2124723.3230196983 196266.15515360236, 2124729.7961038649 196266.75784268975, 2124736.2688599378 196267.36512494087, 2124742.7419441044 196267.97503185272, 2124749.2140440196 196268.58789151907, 2124755.6861439496 196269.20403201878, 2124762.1569315195 196269.82410952449, 2124768.6290314496 196270.44615551829, 2124775.0991628617 196271.0721385181, 2124781.5699504465 196271.70107427239, 2124788.0400818586 196272.33296276629, 2124794.5098851919 196272.96813210845, 2124800.9800166041 196273.60592609644, 2124807.4491637796 196274.24798518419, 2124813.9189671129 196274.89201277494, 2124820.387130022 196275.53997735679, 2124826.8559491038 196276.19089469314, 2124833.3241120279 196276.84509284794, 2124839.7919468582 196277.50289992988, 2124846.2591255307 196278.16300360858, 2124853.0921171159 196279.17087560892, 2124859.9188751131 196280.20991551876, 2124866.7430084497 196281.27913910151, 2124873.5609081984 196282.37789018452, 2124880.374870941 196283.50715301931, 2124887.1829281896 196284.66692760587, 2124893.9860641956 196285.85688585043, 2124900.7839508653 196287.0770277679, 2124907.5759320259 196288.328009516, 2124914.362991944 196289.60884685814, 2124921.144146353 196290.91986785829, 2124927.9180829376 196292.26008826494, 2124934.6880825311 196293.63213276863, 2124941.4498800188 196295.03304859996, 2124948.2070843577 196296.46414810419, 2124954.9570708573 196297.92510318756, 2124961.6998395324 196299.41591385007, 2124968.4370307773 196300.93789243698, 2124975.1670041978 196302.4890704304, 2124981.8900878578 196304.07010401785, 2125033.4598666131 196318.44999651611, 2125041.7800599486 196689.61985784769, 2124942.9899031967 196687.94007118046, 2124947.4898941964 196898.70999085903, 2124721.0864756107 196896.23230552673, 2124266.8009668589 196892.54727351665))
306;OAKDALE SCHOOL;POLYGON ((2139503.4578294456 212487.18996869028, 2139515.840350613 211734.1196244359, 2140138.507740438 211734.0503988564, 2140802.6402704418 211758.41977268457, 2140794.8765064478 212465.339290604, 2140794.9267031848 212491.89927685261, 2139503.4578294456 212487.18996869028))
307;MUSTANG CREEK ES;POLYGON ((2053812.8736335188 163862.29443651438, 2054351.590075776 163856.84989359975, 2054304.1800656021 165172.59004427493, 2053797.5029293597 165177.76293419302, 2053809.2866984457 165162.23179726303, 2053812.8736335188 163862.29443651438))
308;CANADIAN VALLEY TECH CENTER;POLYGON ((2045177.02181077 162589.56601084769, 2045219.1388525218 163867.13300952315, 2044192.025749281 163867.09396760166, 2044185.5211691111 162606.94589735568, 2045177.02181077 162589.56601084769))
309;CANYON RIDGE IS;POLYGON ((2055870.524701938 156703.86813659966, 2055873.9961516857 155904.79460352659, 2056974.5585831106 155901.27459743619, 2056970.304982692 156701.26413919032, 2055870.524701938 156703.86813659966))
310;BRIDGESTONE IS;POLYGON ((2071593.1733746976 163864.46437968314, 2071597.3203480244 162887.03391985595, 2072445.8025749475 162895.918416515, 2072443.0821079463 163869.7652221024, 2071593.1733746976 163864.46437968314))
311;PRAIRIE VIEW ES;POLYGON ((2065108.0915286094 148657.64472776651, 2065110.5928359479 148077.42475959659, 2066368.5000970215 148085.86535951495, 2066388.1289947778 148106.47785110772, 2066197.5299665183 148279.44010360539, 2066182.7301273644 148259.10910752416, 2066145.9431274384 148293.86986477673, 2066159.3341767788 148324.73922559619, 2065691.2941023558 148774.1041405201, 2065587.7424721867 148669.00133235753, 2065558.6634621024 148697.60626201332, 2065523.6002120227 148661.96132019162, 2065108.0915286094 148657.64472776651))
312;ORVIS RISNER ES;POLYGON ((2124102.2212435305 228712.34387001395, 2124552.49527736 228729.19849510491, 2124559.8909318596 229081.10330310464, 2124558.2508432716 229620.32269710302, 2124104.0115942806 229605.83289667964, 2124102.9512289464 229077.14366535842, 2124102.2212435305 228712.34387001395))
313;EDMOND MEMORIAL HS;POLYGON ((2127190.9273364395 232729.77710810304, 2126218.4086121917 232725.91852001846, 2125535.979530856 232723.20887976885, 2125506.1193543524 232698.818836689, 2125513.7348246872 231824.07485127449, 2126170.4785899371 231832.92949235439, 2126168.058647275 231712.18924826384, 2126207.4991851896 231714.49928301573, 2126432.6283281147 231775.77901610732, 2127069.2379472703 231780.6818934381, 2127137.9175999463 231764.44865818322, 2127153.8276731074 231896.48842035234, 2127194.527394861 231895.79813301563, 2127190.9273364395 232729.77710810304))
314;WILL ROGERS ES;POLYGON ((2127865.1166048646 235442.11420311034, 2127864.0463970304 236159.71381777525, 2127865.0362244397 236732.38294802606, 2127369.4765200317 236727.88361318409, 2127370.7967273593 236467.66398927569, 2127375.0467188656 235704.06479468942, 2127613.0665840209 235702.55429902673, 2127816.2361251861 235701.26394726336, 2127815.2065996975 235442.10436061025, 2127865.1166048646 235442.11420311034))
315;CENTRAL MS;POLYGON ((2124930.6598753631 235369.1973541826, 2124889.1694727689 235177.43723902106, 2124895.9197873622 233740.82856369019, 2125519.1193283647 233723.4778766036, 2125519.1691970229 234673.35688234866, 2125519.1390133649 235374.47654309869, 2124930.6598753631 235369.1973541826))
316;CLEGERN ES;POLYGON ((2123584.8505591154 236558.5371671021, 2123588.2308016866 236257.2375728488, 2123996.7102996856 236259.34714868665, 2123995.1601059437 236560.42692710459, 2123584.8505591154 236558.5371671021))
317;SUNSET ES;POLYGON ((2120072.2145397812 236128.16073127091, 2120074.47470586 235827.820780769, 2120885.4337138534 235827.43036159873, 2120885.6587790251 235976.46516852081, 2120704.9304659367 235981.19448976219, 2120705.9537578523 236128.19025877118, 2120072.2145397812 236128.16073127091))
318;CENTENNIAL ES;POLYGON ((2133964.2861650288 255495.94745492935, 2133945.04703027 253923.94928660989, 2135020.415614441 253932.91810068488, 2135000.9451809376 255502.57637868822, 2133964.2861650288 255495.94745492935))
319;SEQUOYAH MS;POLYGON ((2127701.4351736903 243372.11671577394, 2127689.4647251964 244400.40566968918, 2127056.3856107742 244404.91648744047, 2127065.2058031112 243371.94775284827, 2127701.4351736903 243372.11671577394))
320;EDMOND NORTH HS;POLYGON ((2120841.2855081856 245135.70997335017, 2120871.6824290305 243424.7439071089, 2120905.2522437721 243390.77383068204, 2122007.481010437 243382.08257509768, 2121973.9233347774 245728.10708251595, 2121532.613521859 245727.01095610857, 2121530.4435786903 245354.83223852515, 2121348.3688116074 245355.84503176808, 2121344.896705687 245135.35892418027, 2120841.2855081856 245135.70997335017))
321;JOHN ROSS ES;POLYGON ((2121973.9233347774 245728.10708251595, 2121970.3508353531 245977.86052002013, 2120826.3216273636 245978.00159585476, 2120841.2855081856 245135.70997335017, 2121344.896705687 245135.35892418027, 2121348.3688116074 245355.84503176808, 2121530.4435786903 245354.83223852515, 2121532.613521859 245727.01095610857, 2121973.9233347774 245728.10708251595))
322;CHEYENNE MS;POLYGON ((2118115.214188695 248680.50242443383, 2118100.0839696079 249907.83133460581, 2116727.0056790262 249881.7628171891, 2116738.7356424481 248668.51360327005, 2118115.214188695 248680.50242443383))
323;CROSS TIMBERS ES;POLYGON ((2118113.6528401077 256585.30584052205, 2118602.10199444 256579.3553930968, 2118803.0021831989 256576.92527985573, 2118803.0021831989 256842.2351166904, 2118883.4318123609 257432.53413294256, 2118499.1520691067 257437.744424358, 2118110.9927404374 257442.97538502514, 2118113.6528401077 256585.30584052205))
324;IDA FREEMAN ES;POLYGON ((2119952.7341356874 239499.96796402335, 2119956.7305187732 239699.7713701874, 2119960.2816927731 239950.59075044096, 2119558.6978502721 239944.11799435318, 2119554.8343409449 239714.40815193951, 2119552.4042276889 239516.02862744033, 2119661.706502527 239510.51420277357, 2119758.046204865 239501.40824985504, 2119952.7341356874 239499.96796402335))
325;RUSSELL DOUGHERTY ES;POLYGON ((2123134.3845965266 238934.3860899359, 2123471.6240795255 238897.92782951891, 2123482.0407253653 239244.28212368488, 2123160.4262111038 239267.71941277385, 2123144.8012423515 239065.896653682, 2123134.3845965266 238934.3860899359))
326;NORTHERN HILLS ES;POLYGON ((2126492.3368701041 241686.58957502246, 2126493.499925524 241363.21915876865, 2126526.1268287748 241355.05021184683, 2126529.4667171091 241082.42050777376, 2126890.7461782694 241083.8699799329, 2127193.0562691987 241082.84964077175, 2127187.1261629462 241354.77954310179, 2127464.2309236974 241349.58401542902, 2127459.7053421885 241680.06859068573, 2127028.4562046975 241682.69949093461, 2126492.3368701041 241686.58957502246))
327;LUTHER HS;POLYGON ((2208149.9826096147 241327.51647427678, 2208524.1127668619 241328.12703734636, 2208675.9323451072 241328.38163001835, 2208676.5425801128 241628.38365468383, 2208153.7926413566 241627.72617568076, 2208149.9826096147 241327.51647427678))
328;LUTHER MS;POLYGON ((2208844.2728876919 239262.50091926754, 2208840.9428418577 239583.17973984778, 2208678.1531411856 239586.2998123467, 2208536.3932541162 239589.74009418488, 2208539.222972855 239267.03076584637, 2208691.0632203519 239263.18070793152, 2208844.2728876919 239262.50091926754))
329;LUTHER ES;POLYGON ((2208844.2728876919 239262.50091926754, 2208691.0632203519 239263.18070793152, 2208539.222972855 239267.03076584637, 2208538.7334725261 238943.24138718843, 2208844.70333302 238943.53141285479, 2208844.2728876919 239262.50091926754))
330;JONES ES;POLYGON ((2176635.5495756119 204066.15464544296, 2177202.108809948 204067.99453677237, 2177194.4385496974 205629.18170310557, 2177028.5084353536 205627.49174585938, 2176630.7890864462 205623.47174076736, 2176635.5495756119 204066.15464544296))
331;JONES HS;POLYGON ((2179271.4767184407 205338.58156251907, 2179269.7365644425 204967.43171426654, 2179268.9763953537 204054.426978603, 2179615.8858065307 204055.37349902093, 2179990.3958842754 204055.80328819156, 2179994.2488949448 204972.82802893221, 2179989.442146033 205337.18458367884, 2179649.6360671073 205338.13110409677, 2179271.4767184407 205338.58156251907))
332;JONES MS;POLYGON ((2192480.7035807818 201909.69242294133, 2192489.1835506856 201508.82347401977, 2193065.3238026053 201510.393024683, 2193058.2536067814 201911.3922226876, 2192480.7035807818 201909.69242294133))
