Object_ID;School_Name;shape
94;HIGHLAND PARK ES;POLYGON ((2133520.6299001127 150446.67986360192, 2133521.0898729414 150400.67995560169, 2133538.5799954385 150400.82004718482, 2133604.7199550271 150401.34005926549, 2133662.319905445 150401.78986151516, 2133725.0701080263 150402.28986051679, 2133786.4298934489 150402.76984643936, 2133851.9199199378 150403.28001601994, 2133908.2800434381 150403.71997576952, 2133963.6398408562 150404.1599355191, 2134021.1600670218 150404.61006584764, 2134076.3000486046 150405.03985501826, 2134133.2198822796 150405.48998534679, 2134187.7401144356 150405.92010259628, 2134248.4000981152 150406.40008851886, 2134301.89999111 150406.80986459553, 2134309.0899373591 150406.82987768948, 2134309.8501064479 151003.22008910775, 2134251.6399210244 151002.97993209958, 2134191.7200933546 151002.74994568527, 2134136.5499281138 151002.53012984991, 2134082.159945026 151002.32015651464, 2134021.8001576066 151002.07999952137, 2133966.1998751163 151001.85985560715, 2133907.1999931037 151001.62002669275, 2133850.1899365187 151001.39988276362, 2133794.1598648578 151001.18006694317, 2133743.6799789369 151000.979936108, 2133674.1099081039 151000.70008102059, 2133582.6501172781 151000.33984552324, 2133536.1298691034 151000.16005584598, 2133515.0400162786 151000.08000351489, 2133515.6299101114 150941.83012001216, 2133516.180105865 150887.19013743103, 2133516.7201310247 150833.76996868849, 2133517.2699986994 150778.73989501595, 2133517.8398794383 150722.74000701308, 2133518.3999176919 150666.7499615252, 2133518.9701265246 150610.35998243093, 2133519.4999811053 150557.78987760842, 2133520.060019359 150502.62988293171, 2133520.6299001127 150446.67986360192))
95;EDMOND SANTA FE HS;POLYGON ((2113673.8798955232 232815.06007401645, 2114981.410088852 232815.54005993903, 2114981.4799706042 232898.99986676872, 2114981.8700616956 232997.29002451897, 2114982.3700606972 233053.42016160488, 2114982.979967609 233120.87015794218, 2114993.209934026 233170.1200594306, 2114994.789983362 233280.29011468589, 2114976.1099026054 233280.33998335898, 2114975.9901521951 233391.55006277561, 2114993.6200381964 233442.71006543934, 2114993.5800120234 233555.40012876689, 2114993.5501564443 233665.53015784919, 2114992.9300789386 233717.20000201464, 2114992.0501594394 233828.91008043289, 2114991.1600693613 233941.230065763, 2114984.6400692761 233990.74997985363, 2114983.4199273586 234103.42003010213, 2114996.7401106954 234103.46989877522, 2114995.2801398635 234225.34990435839, 2114991.2601347715 234225.36007493734, 2114990.3999002725 234271.8199557662, 2114989.7299541086 234384.67012377083, 2115044.1100946963 234385.32989935577, 2115100.790099442 234386.01985859871, 2115154.3798872828 234386.67011976242, 2115212.4998497814 234387.38009209931, 2115254.3199761063 234387.88009110093, 2115275.8100906163 234357.26991610229, 2115370.5500586033 234422.15003567934, 2115427.6988944411 234446.39309743047, 2115428.2779615223 234445.45904418826, 2115428.850138858 234444.52006968856, 2115575.150043115 234449.12012609839, 2115575.110016942 234461.66012726724, 2115574.0279981047 234462.69883909822, 2115575.110016942 234463.10992752016, 2115575.0299646109 234470.47999152541, 2115573.6900722682 234605.35997110605, 2115572.2399439365 234750.81998202205, 2115571.1480826139 234752.4010156095, 2115572.2199308574 234753.44989801943, 2115570.8199992776 234894.15007594228, 2115569.3698709458 235040.32990168035, 2115567.9600968659 235182.22988034785, 2115567.5401501954 235231.98995143175, 2115568.63988553 235388.55984826386, 2115568.9899504483 235410.42988327146, 2115078.8298415244 235406.50994360447, 2115219.440124616 235324.51995010674, 2115190.1199732721 235202.71015435457, 2115078.1598953605 235087.96989826858, 2114955.199839443 235004.80011710525, 2114828.7601316869 234969.97013427317, 2114495.0600116849 234965.47998577356, 2114348.9999363571 235100.73988585174, 2114181.9300605208 235400.79998126626, 2113932.259956196 235399.21008943021, 2113756.7501366138 235397.54014526308, 2113723.2498755306 235397.21993593872, 2113689.7499425262 235396.90005469322, 2113656.2500095218 235396.670068264, 2113622.7500765324 235396.44992434978, 2113589.2599860281 235396.21993793547, 2113554.2698985189 235395.98995152116, 2113519.2801391035 235395.75012260675, 2113484.2998941094 235395.52013619244, 2112969.9000042826 235392.09002493322, 2112985.9399984479 234101.13985092938, 2113397.7600409389 234100.90002201498, 2113435.6598995328 233986.4599621892, 2113437.9000525326 233874.43000252545, 2113475.8599503636 233775.83997660875, 2113574.1999767721 233694.22990360856, 2113656.7700216025 233625.69985693693, 2113681.3398543596 233492.6899523586, 2113742.8699150234 233155.23983985186, 2113696.4799159467 233026.24994035065, 2113673.8798955232 232815.06007401645))
96;FRANCIS TUTTLE PORTLAND CAMPUS;POLYGON ((2092124.630015105 227193.73010934889, 2092125.369843021 226252.06991918385, 2092838.3798999488 226248.60995234549, 2093204.9900591075 226352.2399944365, 2093078.5198396146 226734.25989969075, 2093075.623848021 226744.45902626216, 2093072.8600740284 226754.69391393661, 2093070.2258929461 226764.96390652657, 2093067.7249136865 226775.26703551412, 2093065.3561520278 226785.60100434721, 2093063.1189517826 226795.96384452283, 2093061.01495336 226806.35489985347, 2093059.0441567749 226816.77187377214, 2093057.2068901062 226827.21411010623, 2093055.5041376054 226837.67799994349, 2093053.9358992726 226848.1638713479, 2093052.5008627772 226858.66811543703, 2093051.201980859 226869.19106027484, 2093050.0369569361 226879.7281126827, 2093049.0071033537 226890.27992884815, 2093048.1130762696 226900.84388409555, 2093047.3538914472 226911.41899418831, 2093046.7298769355 226922.00296251476, 2093046.2420170307 226932.59414868057, 2093045.8899836093 226943.189928025, 2093041.1501636952 227220.04009610415, 2093017.9300657809 227250.41011410952, 2092124.5899889469 227238.37011194229, 2092124.630015105 227193.73010934889))
97;FRANCIS TUTTLE ROCKWELL CAMPUS;POLYGON ((2073337.5501352698 218115.30010351539, 2073337.9700819403 217976.32006652653, 2073412.6700637788 217976.8801047653, 2073481.9999776036 217977.40011684597, 2073551.5598778576 217977.92997144163, 2073621.5498953611 217978.4499835223, 2073697.1501378566 217979.01002177596, 2073747.8301546127 217979.72983659804, 2073820.4999567717 217980.0500459373, 2073880.3899288625 217980.3299010247, 2073941.1201223582 217980.59991359711, 2074002.8699988574 217980.86992618442, 2074063.8298506886 217981.15010935068, 2074121.8198921978 217981.40010885894, 2074184.0198990256 217981.67996393144, 2074243.4498982728 217981.94997651875, 2074305.299840197 217982.23015968502, 2074359.7498625219 217982.46998859942, 2074422.0400922745 217982.74984368682, 2074481.3398424387 217983.01985627413, 2074542.8600606024 217983.28986884654, 2074603.7998993546 217983.5700520128, 2074662.3699921966 217983.82989402115, 2074727.1598888636 217984.11007718742, 2074823.899852857 217984.55987943709, 2074883.1599049419 217984.78002335131, 2075132.5101280212 217985.59990359843, 2075214.5700032711 217985.86007368565, 2075278.5498621911 217986.05987644196, 2075334.3099212795 217986.24983668327, 2075442.249994114 217986.59990160167, 2075562.5401078612 217986.98999269307, 2075609.5101582706 217987.13992677629, 2075721.8599991947 217987.50016227365, 2075858.4699621946 217987.94996452332, 2075928.3300586939 217988.17995093763, 2075949.5399900228 217987.42995244265, 2075946.5898646861 218628.19015385211, 2075941.2998490185 219285.49002034962, 2075608.8300415277 219282.47001327574, 2075491.5100661963 219281.40013352036, 2075377.8800441027 219280.36010935903, 2075273.1899647713 219279.40998001397, 2075210.3898935318 219278.8499417752, 2075148.2299128622 219278.28006102145, 2075089.3100831956 219277.74003584683, 2075030.7898590267 219277.2098531872, 2074966.0800146908 219276.6199593544, 2074898.5899921954 219275.99988184869, 2074824.8699952811 219275.34010626376, 2074748.1700174361 219274.63997644186, 2074687.7800463587 219274.09010876715, 2074611.3599236161 219273.38997893035, 2074505.4900566041 219272.43000710011, 2074414.7901067734 219271.59995627403, 2074350.1501441896 219271.01990494132, 2074285.5098535269 219270.43001110852, 2074220.8498778641 219269.84011727571, 2074156.1899021864 219269.24989534914, 2074091.5099134445 219268.66984401643, 2074026.8299246877 219268.07995018363, 2073962.1400934458 219267.49005635083, 2073897.429921031 219266.90016251802, 2073832.7200766951 219266.32011118531, 2073768.0000617802 219265.72004677355, 2073703.2698762715 219265.13015294075, 2073638.5298482776 219264.53993101418, 2073573.7799777687 219263.95987968147, 2073507.7699391991 219263.36014334857, 2073383.4601484388 219262.22989626229, 2073334.0501422733 219261.78009401262, 2073337.5501352698 218115.30010351539))
98;WILL ROGERS ES;POLYGON ((2070013.8199061155 216696.52013269067, 2070014.4698391855 217288.5599590987, 2069882.0399859399 217288.36999885738, 2069777.030025363 217288.22990727425, 2069672.0200647712 217288.07997319102, 2069567.0101041943 217287.9300391078, 2069336.2100408524 217287.59998726845, 2069094.4398551136 217287.260092929, 2069094.82010369 217231.7500333488, 2069096.0500881076 217055.25005826354, 2069097.2498888522 216881.29010435939, 2069098.4900438637 216702.4200552702, 2069243.0100960284 216701.38987360895, 2069243.390016526 216688.19009685516, 2070014.0000238568 216681.73013602197, 2070013.8199061155 216696.52013269067))
99;RALPH DOWNS ES;POLYGON ((2073366.6501426995 211398.32994168997, 2073970.1400774419 211401.30008010566, 2073970.129906863 211404.32992967963, 2073968.8198701143 211548.99991594255, 2073968.5698706061 211564.22987234592, 2073965.8398891985 211701.57014885545, 2073963.3799203634 211838.95996592939, 2073963.1801176071 211853.97010651231, 2073962.1299228519 211989.81990043819, 2073961.3500687778 212124.92002393305, 2073961.2299902737 212139.75988927484, 2073959.6601115316 212281.33998668194, 2073891.4099199474 212280.63001435995, 2073815.9701101929 212279.77010793984, 2073731.5401609391 212278.7300837636, 2073649.2899973541 212277.6798890233, 2073568.5201457739 212276.63986484706, 2073432.1798672825 212275.02995993197, 2073356.6199790239 212274.19006660581, 2073360.4998925328 211932.3400285244, 2073363.840108946 211692.28014118969, 2073366.6501426995 211398.32994168997))
100;JAMES L DENNIS ES;POLYGON ((2078016.0630879402 215336.64161884785, 2078024.7343304455 214013.49859584868, 2078651.9699526131 214016.0599424392, 2078650.5700210184 214164.0901581794, 2078637.7173564434 215334.73840743303, 2078016.0630879402 215336.64161884785))
101;PUTNAM CITY NORTH HS;POLYGON ((2076039.6749803573 214005.35523943603, 2078023.9000145197 214013.37031526864, 2078016.0630879402 215336.64161884785, 2077682.659883365 215336.57009668648, 2077282.1800412685 215335.66983601451, 2076842.5998836905 215334.68985110521, 2076033.4190873653 215327.96611127257, 2076039.6749803573 214005.35523943603))
102;CHRISTIAN ACADEMY;POLYGON ((2097182.9200953543 209698.48983743787, 2097181.9801366031 209995.08996601403, 2096905.3300993592 209997.409843266, 2096884.4098656029 209997.58011852205, 2096893.7599125206 209937.05989834666, 2096904.350114435 209868.52000918984, 2096914.9399882704 209799.94993636012, 2096925.5400326997 209731.3798635155, 2096930.2998656929 209700.47999092937, 2097182.9200953543 209698.48983743787))
103;HARVEST HILLS ES;POLYGON ((2069047.5800406933 210212.70009510219, 2069275.010032028 209737.84999494255, 2069341.7100298554 209761.53006568551, 2069398.0101141036 209774.32990884781, 2069560.5701564401 209786.67010727525, 2069778.4998386949 209784.82004535198, 2069790.6901030242 209790.67994177341, 2069795.9801186919 209796.92992927134, 2069798.8098374456 209803.48995551467, 2069796.3498686105 209958.11989560723, 2069806.259953782 210069.68003994226, 2069810.0801561028 210097.55990543962, 2069816.509933278 210123.44994552433, 2069825.6001381874 210148.50993476808, 2069842.0600790232 210206.129898265, 2069876.629891783 210297.19992610812, 2069556.6298756152 210471.36985334754, 2069215.9501107782 210474.92004309595, 2069215.9901369363 210470.31998668611, 2069209.0698751956 210420.34994226694, 2069200.3500763625 210388.89003144205, 2069188.3901265264 210358.50984285772, 2069165.7999486029 210320.38984034956, 2069146.5998557806 210295.73011277616, 2069124.9299516082 210273.23015776277, 2069101.03990753 210253.13013234735, 2069047.5800406933 210212.70009510219))
104;CIMARRON MS;POLYGON ((2128114.7899900228 225563.23008951545, 2128206.9098845273 225565.40003268421, 2128282.4100616127 225567.48992352188, 2128358.9699478596 225569.60015551746, 2128436.2601476163 225571.73991501331, 2128508.8298843652 225573.7399110198, 2128581.0200286955 225575.73990702629, 2128656.8000608534 225577.83012594283, 2128732.4898701161 225579.92001676559, 2128822.3200710267 225582.39999867976, 2128843.5798710287 225583.31994435191, 2128835.6500968635 226305.0901543498, 2128736.6601373553 226310.34014385939, 2128328.4798513651 226355.65993510187, 2128216.8199696988 226248.98987285793, 2127949.6098741889 226245.50989294052, 2127953.1899195313 226108.25983935595, 2127954.7499557734 226060.71990819275, 2127958.4999482781 225925.91013844311, 2127962.8401626945 225769.89010927081, 2127964.1400288641 225723.11001910269, 2127967.3201406151 225608.95998494327, 2128037.1900796145 225587.29008077085, 2128114.7899900228 225563.23008951545))
105;ANGIE DEBO ES;POLYGON ((2097181.7199665308 230565.55013735592, 2098006.0998794436 230565.57015043497, 2098071.989839524 230565.57015043497, 2098073.4898365289 230565.57015043497, 2098074.9901616126 230565.57015043497, 2098178.1500602812 230565.57015043497, 2098179.6500572711 230565.57015043497, 2098181.150054276 230565.57015043497, 2098187.7501066923 230565.57015043497, 2098189.2501036972 230565.57015043497, 2098190.7501006871 230565.57015043497, 2098247.5498558581 230565.57015043497, 2098249.049852863 230565.57015043497, 2098250.5498498529 230565.57015043497, 2098307.5500639379 230565.57015043497, 2098309.0500609428 230565.57015043497, 2098310.5500579476 230565.57015043497, 2098367.5499439389 230565.57015043497, 2098369.0499409437 230565.57015043497, 2098370.5499379486 230565.57015043497, 2098427.5501520187 230565.57015043497, 2098429.0501490235 230565.57015043497, 2098430.5501460284 230565.57015043497, 2098487.5500320196 230565.57015043497, 2098489.0500290245 230565.57015043497, 2098490.5500260293 230565.57015043497, 2098496.5798696131 230565.57015043497, 2098496.5798696131 230661.00007767975, 2098496.5798696131 230662.50007468462, 2098496.5798696131 230664.00007168949, 2098496.5798696131 230676.00004768372, 2098496.5798696131 230677.50004468858, 2098496.5798696131 230679.00004169345, 2098496.5798696131 230821.02009885013, 2098496.5798696131 230822.520095855, 2098496.5798696131 230824.02009285986, 2098496.5798696131 230965.61987526715, 2098496.5798696131 230967.11987227201, 2098496.5798696131 230968.61986927688, 2098496.5798696131 231111.03001752496, 2098496.5798696131 231112.53001451492, 2098496.5798696131 231114.03001151979, 2098496.5798696131 231225.07998627424, 2098450.4500406086 231225.16988110542, 2098221.9800251126 231229.05996519327, 2098215.6998539418 231229.1698731035, 2098097.2000909448 231231.240078941, 2098020.0499827713 231232.59014184773, 2097943.160044685 231233.93003419042, 2097870.9200316966 231235.18987418711, 2097800.5500936955 231236.41985860467, 2097740.5498856157 231237.47005335987, 2097680.5500056148 231238.5100775212, 2097620.5501256138 231239.55994418263, 2097560.5499175191 231240.61013893783, 2097500.550037533 231241.65016309917, 2097440.5501575321 231242.7000297755, 2097380.5499494374 231243.74989643693, 2097320.5500694364 231244.78992059827, 2097260.5498613566 231245.84011535347, 2097179.8600621074 231247.24988943338, 2097181.7199665308 230565.55013735592))
106;STONEGATE ES;POLYGON ((2099548.9301271141 212744.71012294292, 2099549.1401004493 212830.14007018507, 2099549.3198901117 212904.86990760267, 2099549.509850353 212980.79987385869, 2099549.6899681091 213055.92997293174, 2099549.8799283653 213132.080083102, 2099550.0600461066 213207.61011576653, 2099550.2401638627 213281.37998135388, 2099550.430124104 213356.70988318324, 2099550.6000712812 213427.67988559604, 2099550.7900315225 213505.41004510224, 2099550.8900969476 213543.5700737685, 2099472.0001628548 213543.80006018281, 2099397.9799696952 213544.01003351808, 2099321.7501352727 213544.22984935343, 2099245.4999596924 213544.46016384661, 2099155.1999434382 213544.72000585496, 2099153.9319013655 213530.52187152207, 2099152.3088731021 213516.36015443504, 2099150.3308586925 213502.24305668473, 2099148.0011389405 213488.18009269238, 2099145.3200419396 213474.17913644016, 2099142.2888800204 213460.25003044307, 2099138.910934031 213446.40196101367, 2099135.1858758628 213432.64214602113, 2099131.1189548522 213418.98009985685, 2099126.7098429352 213405.42402459681, 2099121.964117527 213391.98212234676, 2099116.8830909431 213378.66390751302, 2099111.4700440317 213365.47692601383, 2099105.7289137691 213352.42905184627, 2099099.6619967818 213339.53012752533, 2099093.2748704404 213326.78605851531, 2099086.5711436868 213314.20603118837, 2099079.5540973544 213301.7979195267, 2099072.2279965281 213289.56894135475, 2099064.5990747809 213277.52795493603, 2098891.7299979478 212981.20997801423, 2098898.4101026952 212946.29994285107, 2099080.5101321936 212849.10000601411, 2099090.679075107 212843.75913743675, 2099100.9251176119 212838.55606384575, 2099111.2420261055 212833.49406610429, 2099121.6268478632 212828.57511268556, 2099132.0779424459 212823.79985976219, 2099142.5949817747 212819.16797927022, 2099153.1740288585 212814.68209585547, 2099163.8140994459 212810.34089718759, 2099174.51289694 212806.1479921937, 2099185.2681247741 212802.10206851363, 2099196.0781425238 212798.20509468019, 2099206.9409816861 212794.45608644187, 2099217.8540176153 212790.85799652338, 2099228.8149536997 212787.40984068811, 2099239.8241180182 212784.11293126643, 2099250.8759331852 212780.96792443097, 2099261.9700711071 212777.97514827549, 2099273.10489136 212775.13493084908, 2099284.2780973613 212772.44891260564, 2099295.4870644361 212769.9161092639, 2099306.2459011972 212767.36985452473, 2099317.0359058529 212764.95811393857, 2099327.8551099449 212762.67990326881, 2099338.7028572708 212760.53915952146, 2099349.575867027 212758.532929942, 2099360.4731549472 212756.6638391912, 2099371.3930806071 212754.93090301752, 2099382.3330193609 212753.33510568738, 2099393.2929711938 212751.876119107, 2099404.2699833661 212750.55295902491, 2099415.2630716115 212749.36890627444, 2099426.269939363 212748.3219923526, 2099437.2889461964 212747.41188918054, 2099448.3191078603 212746.640893355, 2099459.3571435213 212746.00802060962, 2099470.4020689428 212745.51195859909, 2099481.4528998584 212745.1550039351, 2099492.5070116073 212744.93584427238, 2099503.5640761107 212744.85612002015, 2099514.3058525324 212744.91189418733, 2099548.9301271141 212744.71012294292))
